小区,朝向,行政区,街区,房屋面积,卧室,客厅,厕所,楼层相对位置,楼层,发布时长,每月租金,经度,纬度,1000米内最近地铁站距离,1000米内最近公交车站距离,1000米内购物中心数量,1000米内公司数量,1000米内公园数量,1000米内医院数量,房屋类型,是否朝南
保利叶语(一期)(公寓),南,宝山,顾村,90.12,2,2,1,高楼层,16,1,6700,121.3753166,31.34989223,1,1,2,70,4,3,4,1
金色维也纳(公寓),南,浦东,联洋,228.77,5,2,3,高楼层,7,4,35000,121.570992,31.229602,3,1,3,36,0,1,4,1
凌兆新村(上浦路202弄),南,浦东,三林,72,2,1,1,低楼层,6,7,6000,121.499526,31.150643,1,1,2,104,1,2,4,1
龙柏三村,南,闵行,龙柏,106.76,3,1,3,高楼层,6,1,8800,121.3757172,31.18420938,1,1,8,84,3,2,4,1
领尚国际酒店公寓,南,长宁,古北,51.98,1,1,1,低楼层,21,2,7800,121.4209128,31.19820352,2,1,3,96,1,9,4,1
静安紫苑,西南,静安,南京西路,51.85,1,1,1,中楼层,27,6,9500,121.459686,31.24044285,2,1,14,108,2,12,4,0
罗阳一村,南,闵行,梅陇,106.08,3,2,1,低楼层,6,6,6200,121.417717,31.12927585,3,1,0,98,3,0,4,1
天馨花园(公寓),南,宝山,杨行,130.39,3,2,2,低楼层,8,6,7500,121.4449502,31.37102671,2,1,4,78,1,0,4,1
宝山九村,南,宝山,淞宝,99.69,3,1,1,高楼层,6,2,5500,121.5038151,31.40394691,3,1,3,94,0,2,4,1
吉云公寓,南,浦东,联洋,77.62,2,1,1,高楼层,6,8,6600,121.5752451,31.23494631,3,1,2,39,0,1,4,1
和祥佳园,东南,浦东,外高桥,90,2,2,1,高楼层,14,3,5400,121.576728,31.35791292,1,1,1,88,1,1,4,0
冠华大楼,南,静安,大宁,34.35,1,1,1,中楼层,6,4,5600,121.465679,31.26977286,2,1,2,73,2,5,4,1
馨昌佳苑,南,闵行,华漕,88,2,2,1,高楼层,18,1,7800,121.2997021,31.21412281,3,1,2,65,1,1,4,1
银都新村(1至7区),南/北,闵行,颛桥,56.65,2,1,1,中楼层,6,1,3800,121.4008126,31.0999848,2,1,1,85,2,1,4,1
上海滩大宁城(公寓),南,静安,大宁,96.95,3,1,1,高楼层,33,7,11500,121.460777,31.26733685,2,1,2,92,0,14,4,1
云间绿大地,南,浦东,碧云,325.69,5,2,5,低楼层,2,6,75000,121.586947,31.234159,3,2,0,11,0,1,4,1
中南君悦府,南,青浦,盈浦,90.68,3,2,2,高楼层,12,2,5000,121.083778,31.140487,1,1,1,31,0,0,4,1
合景叠翠峰苑,南,嘉定,菊园新区,91.1,3,2,1,低楼层,18,1,4600,121.2285661,31.38695817,2,1,0,29,0,1,4,1
万乐城(商业类),北,闵行,吴泾,21.78,1,0,1,中楼层,19,1,2100,121.4521527,31.04491722,1,1,2,43,0,0,4,0
共康六村,南/北,宝山,共康,56.67,2,1,1,高楼层,6,4,4000,121.4454699,31.33422077,1,1,4,70,3,3,4,1
硕和国际,南,杨浦,黄兴公园,36,1,1,1,低楼层,7,3,5000,121.5338553,31.30723943,2,1,4,91,4,8,4,1
华发小区,南,徐汇,华泾,96.15,3,1,2,低楼层,7,1,6500,121.4588351,31.13442428,1,1,2,93,1,0,4,1
丰裕里,南,黄浦,新天地,60,1,1,1,低楼层,3,7,9800,121.479306,31.22325653,1,1,21,94,11,10,4,1
国信世纪海景,南,浦东,塘桥,196.43,3,2,2,低楼层,31,4,38000,121.519935,31.218439,1,1,5,91,0,2,4,1
凌沛苑,南,浦东,三林,97.79,3,1,1,中楼层,29,7,8300,121.490311,31.140425,2,2,0,34,0,0,4,1
延吉五村,南/北,杨浦,黄兴公园,50.12,2,1,1,高楼层,6,1,5500,121.5440661,31.29685058,1,1,2,83,5,6,4,1
九方家园,南,闵行,华漕,91.87,2,2,1,高楼层,6,1,5800,121.2953774,31.2134473,2,1,3,68,1,2,4,1
崧泽华城逸泰雅苑（二期）,南,青浦,赵巷,69,3,1,1,低楼层,16,3,3700,121.1666064,31.16429287,2,1,1,108,0,0,4,1
海波花苑,南,徐汇,龙华,79.35,2,1,1,中楼层,6,4,8500,121.45622,31.17608386,1,1,1,80,1,6,4,1
阳光翠竹苑,南,黄浦,董家渡,123.26,2,2,2,高楼层,32,1,14000,121.5049417,31.2188909,1,1,1,102,0,2,4,1
密云路250弄,南,虹口,曲阳,33.78,1,0,1,高楼层,6,1,4600,121.5035575,31.27965226,1,1,2,98,3,4,4,1
光明九胤,南,奉贤,南桥,87.75,3,1,1,高楼层,16,6,3400,121.4941137,30.96253085,3,1,0,73,0,1,4,1
白玉新村,南,普陀,武宁,38.09,1,0,1,高楼层,6,3,4800,121.4216995,31.23902359,1,1,6,84,2,2,4,1
黑山小区,南,杨浦,中原,45.3,1,1,1,高楼层,6,9,4500,121.5298979,31.31332027,2,1,11,73,1,10,4,1
梅园二街坊,南,浦东,梅园,53.09,3,0,1,高楼层,6,4,7300,121.5297488,31.24275042,2,1,5,90,3,6,4,1
曹杨九村,南,普陀,曹杨,36.22,1,1,1,中楼层,7,1,5500,121.4098972,31.2381495,2,1,5,88,3,2,4,1
高兴花园二三四街坊,南,闵行,春申,67.14,2,1,1,高楼层,6,2,4800,121.4113503,31.11834492,3,1,0,60,2,1,4,1
安得公寓,南,虹口,临平路,62.73,2,1,1,中楼层,18,4,6500,121.5039248,31.2764285,1,1,2,82,3,3,4,1
百乐小区,东,静安,静安寺,44.07,2,0,1,中楼层,15,4,8900,121.4486611,31.23103159,2,1,12,95,3,17,4,0
南山雨果(公寓),南,青浦,徐泾,56.06,1,2,1,中楼层,11,1,4200,121.27685,31.165478,3,2,0,48,0,0,4,1
凯德嘉博名邸,南,浦东,世博,91.59,2,1,1,低楼层,16,1,11500,121.528697,31.191872,1,1,0,99,3,3,4,1
安居锦竹苑,南,普陀,桃浦,76.81,2,1,1,中楼层,26,1,5100,121.3542338,31.29617258,2,1,1,83,1,0,4,1
昕泰苑,南,浦东,金杨,91.79,2,2,1,低楼层,11,7,7000,121.5692334,31.26398149,1,1,1,95,1,2,4,1
众众德尚世嘉,南,闵行,颛桥,91.68,2,2,1,低楼层,6,8,6800,121.4080922,31.07945273,2,1,2,84,0,0,4,1
临汾路1565弄,南,静安,彭浦,59.22,2,1,1,高楼层,6,3,5500,121.443824,31.31590146,3,1,0,98,1,6,4,1
广中扩大小区,南,虹口,凉城,56.44,2,1,1,高楼层,6,6,5200,121.4779676,31.29459371,2,1,4,87,0,3,4,1
臻澜苑,南,闵行,老闵行,69,1,1,1,高楼层,17,6,4500,121.442802,31.017141,2,1,0,77,0,1,4,1
保利叶语(一期)(公寓),南,宝山,顾村,128.52,4,2,1,低楼层,22,6,7500,121.3753166,31.34989223,1,1,2,70,4,3,4,1
中福浦江汇,南/北,黄浦,蓬莱公园,62.25,2,1,1,高楼层,33,1,9000,121.504837,31.215278,1,1,1,95,1,2,4,1
新梅花苑,南,闵行,古美,58.87,2,1,1,低楼层,6,2,5000,121.3936624,31.13097969,2,1,0,103,1,0,4,1
泰德花苑,南,徐汇,徐家汇,148,2,2,2,低楼层,32,3,18500,121.4386538,31.1906331,1,1,8,89,1,2,4,1
东安二村,南/北,徐汇,徐家汇,58.78,2,1,1,低楼层,6,2,7800,121.4599778,31.19283108,1,1,5,85,1,9,4,1
延平小区,南,静安,闸北公园,29.62,1,1,1,高楼层,6,1,4500,121.4678078,31.27882253,2,1,3,96,3,12,4,1
平阳三街坊,东南,闵行,古美,78.15,2,1,1,高楼层,6,9,6500,121.3921557,31.14031755,2,1,1,49,3,3,4,0
光华园,南,徐汇,上海南站,74.62,2,1,1,中楼层,6,2,5800,121.4389274,31.14658147,2,1,4,95,0,7,4,1
世纪非凡怡园,南/北,宝山,顾村,150.66,3,2,2,低楼层,12,6,7000,121.3982819,31.35891339,3,1,0,64,0,0,4,1
路劲悦茂府,南,嘉定,菊园新区,97,3,2,2,中楼层,11,4,7500,121.2362044,31.38172004,1,1,0,89,0,3,4,1
小囡桥小区,南/北,嘉定,嘉定老城,44,1,1,1,高楼层,7,1,2500,121.252073,31.38535016,3,1,4,92,5,2,4,1
建国西路146号,南,黄浦,淮海中路,60.9,1,1,1,低楼层,3,1,7000,121.4706484,31.21380332,1,1,3,75,3,11,4,1
同盛公寓,南,嘉定,南翔,150.37,3,2,2,高楼层,6,3,6800,121.320394,31.29662887,2,1,4,91,0,3,4,1
虹二小区,南,徐汇,徐家汇,50.97,2,1,1,中楼层,5,7,7200,121.4318313,31.2018614,1,1,2,104,3,8,4,1
公馆77,南,黄浦,老西门,138.42,3,2,2,中楼层,19,7,26000,121.4883998,31.21909658,1,1,6,112,3,6,4,1
田林十二村,南,徐汇,田林,48.14,2,1,1,高楼层,6,7,6200,121.4349789,31.178389,2,1,4,80,2,10,4,1
珠江香樟南园,南,杨浦,周家嘴路,100.68,3,1,1,高楼层,18,3,8800,121.5505387,31.27675287,2,1,4,88,2,2,4,1
新华联奥莱悦府,南/北,青浦,赵巷,83,3,1,1,高楼层,12,2,5500,121.229887,31.17358185,1,1,0,9,0,0,4,1
延吉东路115弄,南,杨浦,控江路,47.34,2,1,1,中楼层,6,3,4200,121.5520354,31.30164971,3,1,0,100,1,5,4,1
世纪非凡锦城,南,宝山,顾村,79.47,2,2,1,中楼层,18,6,5000,121.3973993,31.3611085,3,1,0,60,0,0,4,1
新一小区,南,虹口,江湾镇,32.83,1,1,1,高楼层,6,3,4300,121.4872273,31.29935261,2,1,1,91,2,3,4,1
雅鹿新苑四期,南,松江,莘闵别墅,62,1,1,1,中楼层,17,1,3300,121.326843,31.08164488,3,1,1,39,2,2,4,1
前滩东方逸品,东/南,浦东,杨思前滩,87.09,2,2,1,中楼层,33,2,15000,121.4878784,31.15598546,1,1,1,78,1,0,4,1
安龙小区,南,长宁,仙霞,35.38,1,1,1,高楼层,6,1,6000,121.392852,31.21755385,1,1,2,90,3,4,4,1
曼克顿豪庭,南/北,静安,江宁路,153.51,3,2,2,中楼层,35,1,20000,121.4879611,31.24172994,1,1,32,75,4,10,4,1
民星路414号,南,杨浦,中原,34.31,1,1,1,中楼层,6,2,3600,121.543456,31.317824,2,1,0,81,2,10,4,1
新湖明珠城（一二期）,南,普陀,武宁,57.61,1,2,1,高楼层,32,1,8000,121.4356607,31.24577829,2,1,6,100,1,3,4,1
高华小区,南,闵行,老闵行,46.67,2,0,1,中楼层,5,9,3500,121.4286252,31.00918395,1,1,1,94,2,1,4,1
瑞虹新城二期(优贤生活),南,虹口,临平路,142.11,2,2,1,高楼层,39,3,14500,121.5029303,31.26876217,2,1,4,71,0,6,4,1
丰翔新城,南,宝山,上大,87,2,2,1,低楼层,16,2,4800,121.354486,31.321711,3,1,0,109,0,0,4,1
莱顿小城,南,松江,松江大学城,142,4,2,2,高楼层,14,9,4300,121.252482,31.07267,3,1,0,54,0,1,4,1
品尊国际,南,普陀,真如,95.61,2,2,1,高楼层,36,1,13000,121.427025,31.26295885,1,1,3,98,1,6,4,1
家化中房苑,南/北,黄浦,人民广场,154.03,3,2,2,低楼层,24,2,21000,121.4786521,31.24537424,1,1,19,104,5,6,4,1
虹二小区,南,徐汇,徐家汇,32.86,1,1,1,高楼层,5,7,4000,121.4318313,31.2018614,1,1,2,104,3,8,4,1
盛华景苑,南/北,徐汇,华泾,133.8,3,2,2,中楼层,28,8,7200,121.4628011,31.1146177,2,1,0,120,0,0,4,1
虹叶茗园,南,虹口,临平路,153,3,2,2,低楼层,22,6,15000,121.5108123,31.26779869,1,1,6,77,2,8,4,1
梅园四街坊,南,浦东,梅园,50.33,2,1,1,中楼层,6,3,7500,121.5328169,31.23754372,1,1,11,95,5,8,4,1
海防路403弄,南,静安,江宁路,16.4,1,1,1,低楼层,3,9,5000,121.4522359,31.24415133,2,1,6,85,2,16,4,1
新领地,南,浦东,花木,105.03,2,2,1,中楼层,29,6,8200,121.556833,31.209163,2,1,2,78,1,1,4,1
工商大楼,南,普陀,长寿路,61.54,2,1,1,中楼层,25,8,7200,121.4463137,31.24804513,1,1,6,85,2,5,4,1
新紫茂国际,西,浦东,金桥,57,2,1,1,中楼层,16,3,5000,121.6158083,31.28546071,1,1,1,98,2,3,4,0
新晟宝邸,南/北,松江,车墩,81,2,1,1,中楼层,26,3,2000,121.2731898,30.99628643,3,1,0,9,0,0,4,1
东方明珠小区,南,闵行,金虹桥,77.91,2,1,1,低楼层,6,9,12000,121.4114515,31.19629765,1,1,1,88,1,8,4,1
一天下大厦,南,静安,不夜城,43.68,1,1,1,高楼层,27,7,6100,121.4635409,31.24671205,1,1,6,104,4,6,4,1
舒乐小区,南,徐汇,华东理工,54.38,2,1,1,低楼层,6,4,5300,121.4409831,31.13689944,1,1,4,79,0,6,4,1
天和前滩时代,南,奉贤,奉贤金汇,85.74,2,2,1,高楼层,20,7,3600,121.523942,30.97534188,3,1,0,27,0,0,4,1
新沪小区,南,普陀,甘泉宜川,34.58,1,1,1,低楼层,6,3,4100,121.4438647,31.27487299,2,1,3,86,10,5,4,1
上海滩新昌城,南,黄浦,人民广场,135.39,3,2,2,中楼层,28,6,22000,121.4723324,31.24404929,1,1,13,83,5,11,4,1
荣盛名邸(公寓),南,松江,莘闵别墅,87.15,2,2,1,低楼层,18,1,4600,121.343671,31.09951386,1,1,1,35,0,0,4,1
西凌新邨,北,黄浦,蓬莱公园,26.97,1,1,1,高楼层,6,1,4300,121.4930752,31.21097169,1,1,2,82,3,9,4,0
车站北路491弄,南,虹口,凉城,33.05,1,1,1,中楼层,6,4,3300,121.480701,31.302718,2,1,1,78,1,1,4,1
鑫峰苑,南,闵行,颛桥,87.29,2,1,1,中楼层,11,2,5500,121.4042786,31.05993355,3,1,1,106,1,2,4,1
管弄一二街坊,南,普陀,光新,53.8,1,1,1,中楼层,18,4,8000,121.4319492,31.26235423,1,1,3,108,1,2,4,1
合群坊,南,徐汇,建国西路,21.8,1,1,1,高楼层,2,3,5900,121.4637551,31.21178758,2,1,2,111,2,13,4,1
泰安路27弄,南/北,徐汇,衡山路,53.92,2,1,1,中楼层,7,6,16000,121.4442965,31.2121538,1,1,4,85,5,10,4,1
三门路358弄,南,杨浦,五角场,42.98,1,1,1,高楼层,7,1,4800,121.4991995,31.31697805,2,1,0,86,0,1,4,1
绿地蔷薇九里(公寓),南,松江,松江大学城,90.87,2,2,1,中楼层,11,8,5300,121.2364835,31.06725878,2,1,1,29,0,0,4,1
天安花园,南/北,浦东,联洋,204.57,3,2,3,低楼层,7,9,18000,121.561465,31.22886986,1,1,3,109,5,0,4,1
中企16号公馆,南,浦东,潍坊,61.85,2,1,1,中楼层,18,1,10000,121.5252989,31.22924921,1,1,16,85,1,2,4,1
微山新村,南,浦东,塘桥,75.52,2,1,1,高楼层,6,9,8000,121.521888,31.215231,1,1,4,90,1,5,4,1
中骏御景台,南,青浦,朱家角,151,2,2,3,低楼层,3,1,4500,121.0443153,31.12314718,3,1,0,7,0,1,4,1
吴泾新村,南,闵行,吴泾,17.8,1,1,0,低楼层,5,3,2200,121.4762242,31.05074997,2,1,0,93,2,1,4,1
华龙大酒店,南,静安,不夜城,44.1,1,0,1,低楼层,16,1,3500,121.458618,31.26202487,2,1,3,107,1,4,4,1
华侨城苏河湾行政公馆,南,静安,西藏北路,154.42,2,2,2,高楼层,22,8,29000,121.4795111,31.24809623,1,1,14,88,3,2,4,1
保利锦上,南,闵行,浦江,91,3,2,2,高楼层,6,2,9000,121.507279,31.09126983,2,1,1,68,3,1,4,1
融创滨江壹号院,南,黄浦,世博滨江,165.28,3,3,2,中楼层,29,2,53000,121.4916498,31.20408212,1,1,5,117,3,8,4,1
中冶祥腾城市广场,南,嘉定,南翔,45.58,1,1,1,中楼层,18,2,4800,121.3287192,31.30181331,1,1,3,48,2,1,4,1
江南新村(普陀),南/北,普陀,武宁,51.46,2,1,1,中楼层,7,1,6700,121.422419,31.24324,1,1,6,105,2,1,4,1
永和教师苑,南,静安,永和,64.55,2,1,1,高楼层,6,1,5500,121.4382191,31.30179712,3,1,0,88,1,2,4,1
梅山馨苑,南,普陀,长寿路,91.14,2,2,1,高楼层,12,1,13000,121.4416274,31.24230653,1,1,8,105,1,9,4,1
鸿宝一村(北区),南,奉贤,西渡,67.75,2,1,1,高楼层,6,1,3100,121.435337,30.99998784,2,1,2,104,2,1,4,1
佳伟小区,南,虹口,凉城,36.8,1,1,1,高楼层,7,1,3300,121.4799922,31.30624295,2,1,1,76,1,1,4,1
新城香溢璟庭(二期),复式,嘉定,嘉定新城,115.69,4,2,2,高楼层,12,4,8000,121.255768,31.36004491,3,1,2,93,0,4,2,1
中紫小区,南,长宁,虹桥,50.56,1,1,1,中楼层,29,1,5200,121.4171578,31.21309314,2,1,12,106,2,4,4,1
崧泽华城逸泰雅苑,南,青浦,赵巷,52.01,1,1,1,低楼层,18,7,3300,121.1673868,31.16200376,3,1,0,115,0,0,4,1
三林新村(永泰路133弄),南,浦东,三林,100,2,2,1,低楼层,14,1,5400,121.5098388,31.14289231,3,1,1,72,0,1,4,1
辽阳大楼,南,杨浦,周家嘴路,71.22,2,1,1,高楼层,18,6,7300,121.520788,31.26971,2,1,3,96,2,7,4,1
泰和新城(泰和西路3463弄),南/北,宝山,顾村,57.74,1,1,1,中楼层,6,6,4000,121.4124374,31.35555523,3,1,0,75,0,1,4,1
兰花新村,南,杨浦,黄兴公园,28.4,1,1,1,中楼层,6,1,4000,121.533122,31.308545,2,1,4,85,3,11,4,1
新光大楼,南,浦东,潍坊,70,2,1,1,低楼层,18,1,8500,121.524626,31.232345,1,1,18,83,2,3,4,1
虹东小区,南/北,长宁,虹桥,69.45,2,1,1,高楼层,24,3,9000,121.4211814,31.20297667,1,1,2,88,1,36,4,1
四季晶园,南/北,长宁,古北,137.74,3,2,2,低楼层,18,7,25000,121.402248,31.1983409,2,1,3,84,2,4,4,1
永泰花苑,南,浦东,三林,98,3,1,1,中楼层,12,1,6700,121.5240022,31.14369064,2,1,2,51,1,0,4,1
林水美地苑,南/北,闵行,莘庄,70.65,1,1,1,低楼层,11,2,4800,121.3652826,31.12445977,3,1,1,110,0,0,4,1
枫桥丽舍,南/北,松江,九亭,95.77,2,2,1,中楼层,13,5,5600,121.3283822,31.13098888,3,1,2,24,0,1,4,1
望族苑,南/北,闵行,梅陇,155.29,3,2,2,高楼层,11,2,13000,121.4146356,31.13457675,2,1,5,84,4,0,4,1
四和花园,南,静安,曹家渡,36.17,1,1,1,低楼层,6,2,12000,121.4476677,31.23357738,1,1,11,97,3,16,4,1
迎龙大厦(公寓),南,长宁,新华路,284.91,4,2,3,中楼层,23,4,23000,121.4272726,31.21387782,1,1,2,94,3,9,4,1
龙柏四村,南,闵行,龙柏,50.89,1,1,1,高楼层,6,7,5800,121.369909,31.183228,2,1,5,91,2,2,4,1
金外滩花园,南,黄浦,黄浦滨江,151.63,3,2,2,高楼层,27,6,23500,121.507836,31.228132,2,1,4,108,2,1,4,1
耀江花园,南,黄浦,世博滨江,111.81,2,2,2,高楼层,34,6,25000,121.4991714,31.20502139,1,1,0,87,2,2,4,1
中铁青秀城东区,南,宝山,顾村,92,3,2,1,中楼层,11,2,4300,121.4032858,31.36649963,3,1,0,71,0,0,4,1
森晟世洋国际广场,南,长宁,西郊,44.21,2,1,1,高楼层,9,1,4400,121.390556,31.19695034,1,1,1,102,0,2,4,1
三湘七星府邸,南,杨浦,新江湾城,265.63,4,2,3,低楼层,7,1,30000,121.5039923,31.32509634,1,1,0,92,1,0,4,1
同润菲诗艾伦,西,松江,泗泾,55.02,1,1,1,低楼层,17,1,3200,121.257992,31.111523,3,1,1,14,0,0,4,0
曹杨八村,北,普陀,真如,30,1,0,1,低楼层,5,9,4000,121.411547,31.25292889,1,1,7,105,5,3,4,0
爱博三村,南/北,闵行,华漕,122.1,3,2,2,低楼层,13,2,8200,121.3168348,31.21799686,3,1,2,85,0,2,4,1
三泾北宅小区,南,长宁,中山公园,52.05,2,1,1,低楼层,6,8,8000,121.4209928,31.22091659,1,1,10,88,8,13,4,1
联洋年华,南,浦东,联洋,113.44,2,2,2,低楼层,21,2,13500,121.5605805,31.23163942,2,1,4,102,4,2,4,1
电机一二村,南,闵行,老闵行,44.88,2,1,1,高楼层,5,1,3200,121.413288,31.00976598,2,1,1,78,2,5,4,1
梅陇六村,南,徐汇,华东理工,65.85,2,1,1,中楼层,6,3,5600,121.4260039,31.13860986,3,1,3,91,4,0,4,1
光华坊,南,静安,西藏北路,34.16,1,1,1,低楼层,7,2,4600,121.4729519,31.25758916,1,1,2,117,2,9,4,1
东湾小区,南,徐汇,华泾,57.41,2,1,1,中楼层,6,4,4500,121.4653452,31.12903211,1,1,2,41,1,0,4,1
天禧嘉苑,南,嘉定,江桥,122,4,1,2,低楼层,18,3,6600,121.3187452,31.27557089,1,1,1,114,0,1,4,1
观庭,复式,青浦,徐泾,352.14,5,3,4,低楼层,2,2,26000,121.283265,31.158794,3,1,0,81,0,2,2,1
春馨苑,南,闵行,春申,81.34,2,2,1,中楼层,7,8,6600,121.4201957,31.11973224,3,1,0,102,1,1,4,1
陕西北路721弄,南,静安,江宁路,45.41,1,1,1,高楼层,7,1,5800,121.457022,31.24097498,2,1,10,110,2,16,4,1
石家街144弄,南,浦东,外高桥,31.42,1,0,1,高楼层,6,1,3000,121.586296,31.349713,2,1,2,75,1,4,4,1
馨佳园(菊泉街1280弄),南,宝山,顾村,76,2,1,1,低楼层,18,5,4300,121.3803053,31.36652962,3,1,0,108,1,0,4,1
云台一小区,南,浦东,世博,42,1,1,1,低楼层,6,3,4200,121.5122566,31.18096233,2,1,0,74,1,2,4,1
鹤明小区,南,闵行,老闵行,34.5,1,0,1,低楼层,6,2,2850,121.4226155,31.01361457,2,1,1,80,4,5,4,1
东南华庭,西北,浦东,塘桥,158.87,3,2,2,低楼层,29,3,15000,121.52355,31.211609,1,1,4,98,1,4,4,0
良友大厦,南,浦东,陆家嘴,43.94,1,1,1,中楼层,28,1,10000,121.524686,31.23615,1,1,17,102,2,4,4,1
泰德苑,南/北,徐汇,徐家汇,133.84,3,2,2,中楼层,29,2,19500,121.4378033,31.19430092,1,1,11,93,3,3,4,1
龙湖春江天玺,南,奉贤,奉贤金汇,148,4,2,2,中楼层,8,1,2800,121.518322,30.97577488,3,1,0,30,1,0,4,1
浦建小区,南,浦东,塘桥,34.41,1,0,1,中楼层,6,4,5200,121.5269425,31.21587344,1,1,5,97,1,5,4,1
宝龙城市广场(青浦),南,青浦,赵巷,65,2,1,1,高楼层,8,6,5500,121.159395,31.16792983,1,1,1,76,0,0,4,1
思南公馆,南,黄浦,淮海中路,150.74,2,2,2,高楼层,8,4,40000,121.4754281,31.22063194,2,1,16,95,9,8,4,1
中骏天璟,南/北,青浦,徐泾,97.91,3,2,2,中楼层,9,2,12000,121.295031,31.19210483,1,1,0,33,0,1,4,1
东荡小区,南,徐汇,上海南站,42.71,1,1,1,高楼层,6,7,4500,121.4345003,31.15639956,1,1,2,102,2,1,4,1
阳光葡提公馆,南,嘉定,嘉定新城,85,3,2,1,高楼层,25,4,5300,121.2954904,31.33706771,3,1,3,102,0,0,4,1
上海家天下花园,复式,松江,新桥,369.84,5,2,5,低楼层,2,8,25000,121.3140669,31.06145234,3,1,2,105,2,0,2,1
梧桐城邦三期,南/北,宝山,大华,89.82,3,2,2,中楼层,8,3,8000,121.4190581,31.29846119,1,1,1,74,0,1,4,1
乐山一村,南,徐汇,徐家汇,34.35,1,1,1,高楼层,6,8,5500,121.4362458,31.20467021,2,1,10,92,5,11,4,1
世盟壹天地,西,嘉定,南翔,35.03,1,1,1,高楼层,16,7,3700,121.326787,31.297461,1,1,3,81,3,12,4,0
浅水湾恺悦名城,南,普陀,长寿路,141.69,3,2,2,高楼层,18,5,22000,121.4479274,31.25497977,2,1,4,112,5,3,4,1
万乐城(商业类),北,闵行,吴泾,23,1,1,1,中楼层,19,6,2000,121.4521527,31.04491722,1,1,2,43,0,0,4,0
融信铂爵,南,青浦,盈浦,108,3,2,2,低楼层,25,4,7200,121.085635,31.14184,1,1,1,31,0,0,4,1
乾溪新村,南,宝山,大场镇,41.42,1,1,1,高楼层,6,3,4600,121.41722,31.311267,1,1,1,89,1,0,4,1
金杨新村十街坊,南,浦东,金杨,70,3,1,1,中楼层,6,3,7000,121.589073,31.257537,2,1,6,94,2,3,4,1
大唐盛世花园（二期）,南,浦东,花木,117.69,2,2,1,低楼层,14,2,13000,121.5662083,31.2155138,1,1,5,107,4,3,4,1
济阳三村,南/北,浦东,世博,34.1,1,0,1,中楼层,6,9,4100,121.488251,31.173245,1,1,2,85,3,0,4,1
艺康苑,南,静安,彭浦,123.88,3,2,1,高楼层,6,1,9500,121.4523066,31.32340522,1,1,3,81,1,6,4,1
新塘桥生活广场,南/北,浦东,塘桥,115.11,4,2,2,高楼层,22,6,18000,121.524896,31.21634,1,1,4,98,1,5,4,1
大连西路27号,南,虹口,曲阳,28.45,1,0,1,中楼层,6,2,3200,121.5046473,31.28184437,1,1,2,92,3,4,4,1
华松西区（仙霞西路700弄）,南,长宁,北新泾,43.86,1,0,1,高楼层,7,1,4300,121.364459,31.216203,2,1,1,90,1,5,4,1
泰安路125弄,南,长宁,镇宁路,51.96,2,1,1,中楼层,6,8,8200,121.440745,31.211062,1,1,4,89,5,12,4,1
上海康城,南,闵行,莘庄,135.45,3,2,2,中楼层,16,1,7000,121.3610825,31.10987229,2,1,3,105,0,0,4,1
崧泽华城秀景苑,南,青浦,赵巷,67.95,2,1,1,中楼层,18,2,3400,121.166273,31.170901,2,1,1,94,0,0,4,1
桥英馨苑,南/北,金山,金山,121.13,3,2,2,高楼层,6,1,2800,121.342076,30.73066584,3,1,1,109,1,2,4,1
龙柏花苑(公寓),北,长宁,西郊,153.87,2,1,2,中楼层,13,6,15000,121.3665484,31.19357595,2,1,0,80,2,1,4,0
馨昌佳苑,南,闵行,华漕,86.32,3,1,1,高楼层,18,9,6000,121.2997021,31.21412281,3,1,2,65,1,1,4,1
泰禾红桥,南,青浦,赵巷,86.84,3,1,1,高楼层,18,6,4800,121.157749,31.150419,3,1,1,16,1,0,4,1
富特五村,南,浦东,外高桥,57.01,2,1,1,中楼层,6,1,3500,121.5920121,31.34277682,2,1,1,92,0,3,4,1
临汾路1565弄,南/北,静安,彭浦,58.19,2,0,1,高楼层,6,1,5200,121.443824,31.31590146,3,1,0,98,1,6,4,1
斜土路1358弄,南/北,徐汇,斜土路,56.41,2,1,1,高楼层,7,3,7300,121.4689989,31.20398537,1,1,1,96,0,4,4,1
天恒名城,南/北,闵行,颛桥,125,2,2,2,低楼层,12,1,7000,121.3991073,31.06214109,3,1,1,102,2,0,4,1
宜川五村,西北,普陀,甘泉宜川,52.14,2,0,1,中楼层,6,1,5300,121.450468,31.26748918,2,1,0,82,3,3,4,0
中海长宁第,南,长宁,北新泾,80.15,2,2,2,低楼层,13,6,12800,121.3924478,31.22172252,1,1,2,94,3,3,4,1
冶金小区(宝山),南,宝山,张庙,66.41,2,1,1,低楼层,6,8,4800,121.4482511,31.34298631,2,1,1,87,6,2,4,1
张桥小区,南,浦东,金桥,69.01,2,1,1,高楼层,6,5,6500,121.6367598,31.26495087,2,1,0,82,0,0,4,1
沿海丽水馨庭(公寓),南,松江,莘闵别墅,86.76,3,2,1,高楼层,17,3,4700,121.3349826,31.08269733,3,1,1,34,0,0,4,1
蒙西小区,南,黄浦,五里桥,26.59,1,1,1,高楼层,7,9,5700,121.4820923,31.21296103,1,1,9,90,1,15,4,1
通海一小区,南,闵行,吴泾,72.3,2,1,1,高楼层,6,3,3700,121.4769742,31.04874389,2,1,1,93,2,1,4,1
丽江佳苑,南,嘉定,江桥,60.07,1,1,1,中楼层,11,2,4100,121.344238,31.2753219,2,1,1,106,2,1,4,1
